dataset,example_id,query,gold_answer,task_type,model,prediction_raw,prediction_normalized,is_correct,n_segments,prompt_tokens,time_seconds
fever,cf-fever-151,"Renis Trel was born in Solkaris, Hexland.",SUPPORTS,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,874,0.57
fever,cf-fever-152,Wexax Thorne was a anisotropic topology researcher.,SUPPORTS,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,846,0.62
fever,cf-fever-153,Wexax Thorne was nominated for an international distinction in a related field.,NOT_ENOUGH_INFO,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,851,0.38
fever,cf-fever-154,Brinova Ghent was a recursive rheology researcher.,SUPPORTS,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,828,0.37
fever,cf-fever-155,"Brinova Ghent was born in Talmera, Brelland.",SUPPORTS,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,895,0.62
fever,cf-fever-156,Luxara Rieth was a temporal metallurgy researcher.,SUPPORTS,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,815,0.37
fever,cf-fever-157,Luxara Rieth spent a sabbatical at an undisclosed foreign institution.,NOT_ENOUGH_INFO,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,838,0.55
fever,cf-fever-158,Wexis Stow published a controversial paper on theoretical applications.,NOT_ENOUGH_INFO,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,834,0.38
fever,cf-fever-159,Wexis Stow spent a sabbatical at an undisclosed foreign institution.,NOT_ENOUGH_INFO,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,833,0.37
fever,cf-fever-160,Omel Voss was a anisotropic acoustics researcher.,REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,844,0.41
fever,cf-fever-161,"Omel Voss was born in Yendrath, Arkessa.",REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,895,0.39
fever,cf-fever-162,Brinova Brek was a inverse biometry researcher.,REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,827,0.37
fever,cf-fever-163,Brinova Brek collaborated on a classified research initiative.,NOT_ENOUGH_INFO,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,859,0.63
fever,cf-fever-164,Holis Feld collaborated on a classified research initiative.,NOT_ENOUGH_INFO,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,810,0.40
fever,cf-fever-165,"Holis Feld was born in Quelside, Tasserin.",SUPPORTS,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,885,0.45
fever,cf-fever-166,Renori Ford published a controversial paper on theoretical applications.,NOT_ENOUGH_INFO,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,819,0.40
fever,cf-fever-167,"Renori Ford was born in Fenmarch, Brelland.",REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,862,0.39
fever,cf-fever-168,Omen Feld was a anisotropic ecology researcher.,SUPPORTS,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,807,0.64
fever,cf-fever-169,"Omen Feld was born in Holvaine, Hexland.",SUPPORTS,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,867,0.39
fever,cf-fever-170,Kethel Rieth was a dimensional topology researcher.,SUPPORTS,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,801,0.59
fever,cf-fever-171,Kethel Rieth collaborated on a classified research initiative.,NOT_ENOUGH_INFO,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,842,0.38
fever,cf-fever-172,Wexis Lund was a crystalline dynamics researcher.,SUPPORTS,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,803,0.48
fever,cf-fever-173,"Wexis Lund was born in Tarquessa, Ostovia.",SUPPORTS,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,885,0.43
fever,cf-fever-174,Jeven Marr was a spectral rheology researcher.,REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,797,0.77
fever,cf-fever-175,Jeven Marr spent a sabbatical at an undisclosed foreign institution.,NOT_ENOUGH_INFO,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,812,0.42
fever,cf-fever-176,Ilyova Ghent was a chromatic optics researcher.,REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,832,0.36
fever,cf-fever-177,"Ilyova Ghent was born in Holvaine, Tasserin.",REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,890,0.41
fever,cf-fever-178,Omel Feld spent a sabbatical at an undisclosed foreign institution.,NOT_ENOUGH_INFO,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,812,0.35
fever,cf-fever-179,"Omel Feld was born in Tarquessa, Tasserin.",SUPPORTS,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,881,0.40
fever,cf-fever-180,Renax Dann published a controversial paper on theoretical applications.,NOT_ENOUGH_INFO,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,826,0.37
fever,cf-fever-181,"Renax Dann was born in Tarquessa, Arkessa.",REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,867,0.38
fever,cf-fever-182,Brinori Brek published a controversial paper on theoretical applications.,NOT_ENOUGH_INFO,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,824,0.35
fever,cf-fever-183,"Brinori Brek was born in Vrenneth, Pentharos.",REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,912,0.95
fever,cf-fever-184,Myrion Dann was a crystalline topology researcher.,SUPPORTS,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,803,0.41
fever,cf-fever-185,Myrion Dann published a controversial paper on theoretical applications.,NOT_ENOUGH_INFO,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,822,0.38
fever,cf-fever-186,Renion Brek was a stochastic dynamics researcher.,REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,795,0.62
fever,cf-fever-187,"Renion Brek was born in Zinthari, Tasserin.",SUPPORTS,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,895,0.41
fever,cf-fever-188,Zarova Graff was a stochastic photonics researcher.,SUPPORTS,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,828,0.36
fever,cf-fever-189,"Zarova Graff was born in Plyrath, Solvania.",SUPPORTS,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,897,0.43
fever,cf-fever-190,Carnen Thorne was a lattice rheology researcher.,REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,814,0.47
fever,cf-fever-191,Carnen Thorne was nominated for an international distinction in a related field.,NOT_ENOUGH_INFO,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,843,0.43
fever,cf-fever-192,Jevis Marr was a temporal acoustics researcher.,REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,827,0.39
fever,cf-fever-193,Jevis Marr was nominated for an international distinction in a related field.,NOT_ENOUGH_INFO,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,831,0.37
fever,cf-fever-194,Ometh Voss spent a sabbatical at an undisclosed foreign institution.,NOT_ENOUGH_INFO,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,815,0.35
fever,cf-fever-195,"Ometh Voss was born in Brelmoor, Pentharos.",REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,902,0.41
fever,cf-fever-196,Luxori Czek was a spectral thermology researcher.,REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,825,0.36
fever,cf-fever-197,Luxori Czek collaborated on a classified research initiative.,NOT_ENOUGH_INFO,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,831,0.35
fever,cf-fever-198,Myreth Laine was a catalytic topology researcher.,REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,850,0.73
fever,cf-fever-199,Myreth Laine was nominated for an international distinction in a related field.,NOT_ENOUGH_INFO,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,884,0.45
fever,cf-fever-200,Jevis Trel was a catalytic acoustics researcher.,SUPPORTS,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,841,0.37
fever,cf-fever-201,"Jevis Trel was born in Velquora, Queloria.",SUPPORTS,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,881,0.38
fever,cf-fever-202,Omara Ghent was a lattice dynamics researcher.,SUPPORTS,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,798,0.63
fever,cf-fever-203,Omara Ghent collaborated on a classified research initiative.,NOT_ENOUGH_INFO,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,834,0.38
fever,cf-fever-204,Polara Czek was nominated for an international distinction in a related field.,NOT_ENOUGH_INFO,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,843,0.37
fever,cf-fever-205,Polara Czek collaborated on a classified research initiative.,NOT_ENOUGH_INFO,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,838,0.38
fever,cf-fever-206,Carnion Quist was a stochastic acoustics researcher.,SUPPORTS,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,841,0.37
fever,cf-fever-207,"Carnion Quist was born in Brelmoor, Hexland.",REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,899,0.69
fever,cf-fever-208,Holion Graff was a resonant biometry researcher.,REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,820,0.37
fever,cf-fever-209,"Holion Graff was born in Fenmarch, Hexland.",REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,881,0.56
fever,cf-fever-210,Quelori Wick was a dimensional biometry researcher.,SUPPORTS,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,810,0.50
fever,cf-fever-211,"Quelori Wick was born in Oxmeade, Solvania.",REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,884,0.47
fever,cf-fever-212,Renis Feld was a subaquatic kinetics researcher.,REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,806,0.94
fever,cf-fever-213,"Renis Feld was born in Dunhaven, Brelland.",SUPPORTS,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,850,0.47
fever,cf-fever-214,Holori Quist was a resonant rheology researcher.,SUPPORTS,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,841,0.46
fever,cf-fever-215,"Holori Quist was born in Velquora, Hexland.",REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,880,1.28
fever,cf-fever-216,Soris Wick was a dimensional synthesis researcher.,REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,793,1.38
fever,cf-fever-217,Soris Wick collaborated on a classified research initiative.,NOT_ENOUGH_INFO,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,827,0.43
fever,cf-fever-218,Falax Ford was a temporal topology researcher.,REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,802,0.54
fever,cf-fever-219,"Falax Ford was born in Oxmeade, Brelland.",REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,866,0.93
fever,cf-fever-220,Polion Voss was a stochastic geophysics researcher.,REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,838,1.55
fever,cf-fever-221,"Polion Voss was born in Dunhaven, Arkessa.",SUPPORTS,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,859,0.82
fever,cf-fever-222,Drevel Rieth spent a sabbatical at an undisclosed foreign institution.,NOT_ENOUGH_INFO,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,835,0.87
fever,cf-fever-223,"Drevel Rieth was born in Talmera, Queloria.",REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,891,0.87
fever,cf-fever-224,Brinara Voss was nominated for an international distinction in a related field.,NOT_ENOUGH_INFO,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,833,0.53
fever,cf-fever-225,Brinara Voss spent a sabbatical at an undisclosed foreign institution.,NOT_ENOUGH_INFO,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,833,0.37
fever,cf-fever-226,Carnan Dann spent a sabbatical at an undisclosed foreign institution.,NOT_ENOUGH_INFO,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,820,0.44
fever,cf-fever-227,"Carnan Dann was born in Crosshelm, Solvania.",SUPPORTS,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,861,0.54
fever,cf-fever-228,Luxax Rieth was a subaquatic mechanics researcher.,SUPPORTS,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,840,0.39
fever,cf-fever-229,"Luxax Rieth was born in Brelmoor, Varnheim.",REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,907,0.91
fever,cf-fever-230,Veleth Thorne was a spectral mechanics researcher.,REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,806,0.57
fever,cf-fever-231,Veleth Thorne spent a sabbatical at an undisclosed foreign institution.,NOT_ENOUGH_INFO,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,835,0.42
fever,cf-fever-232,Carnion Dann was a temporal biometry researcher.,SUPPORTS,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,811,0.54
fever,cf-fever-233,"Carnion Dann was born in Vrenneth, Arkessa.",SUPPORTS,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,894,0.56
fever,cf-fever-234,Wexax Stow published a controversial paper on theoretical applications.,NOT_ENOUGH_INFO,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,837,0.45
fever,cf-fever-235,Wexax Stow published a controversial paper on theoretical applications.,NOT_ENOUGH_INFO,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,842,0.42
fever,cf-fever-236,Jevion Holm was a entropic metallurgy researcher.,REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,823,0.46
fever,cf-fever-237,Jevion Holm spent a sabbatical at an undisclosed foreign institution.,NOT_ENOUGH_INFO,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,836,0.39
fever,cf-fever-238,Quelax Ford was a crystalline optics researcher.,SUPPORTS,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,820,0.39
fever,cf-fever-239,"Quelax Ford was born in Quelside, Pentharos.",SUPPORTS,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,895,0.43
fever,cf-fever-240,Ilyan Lund was a crystalline thermology researcher.,SUPPORTS,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,829,0.45
fever,cf-fever-241,"Ilyan Lund was born in Vrenneth, Varnheim.",REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,910,0.83
fever,cf-fever-242,Brinen Czek was a anisotropic rheology researcher.,REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,830,0.50
fever,cf-fever-243,"Brinen Czek was born in Brelmoor, Tasserin.",REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,902,1.15
fever,cf-fever-244,Carnis Graff was a stochastic acoustics researcher.,REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,840,0.41
fever,cf-fever-245,"Carnis Graff was born in Dunhaven, Hexland.",REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,867,0.50
fever,cf-fever-246,Kethion Brek published a controversial paper on theoretical applications.,NOT_ENOUGH_INFO,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,831,0.41
fever,cf-fever-247,"Kethion Brek was born in Dunhaven, Arkessa.",REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,863,0.51
fever,cf-fever-248,Falara Laine published a controversial paper on theoretical applications.,NOT_ENOUGH_INFO,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,838,0.38
fever,cf-fever-249,"Falara Laine was born in Vrenneth, Tasserin.",SUPPORTS,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,905,0.48
fever,cf-fever-250,Luxen Brek was a recursive photonics researcher.,REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,821,0.53
fever,cf-fever-251,"Luxen Brek was born in Oxmeade, Pentharos.",REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,888,0.47
fever,cf-fever-252,Polan Quist was a stochastic metallurgy researcher.,REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,821,0.36
fever,cf-fever-253,"Polan Quist was born in Holvaine, Tasserin.",REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,881,0.45
fever,cf-fever-254,Wexis Brek spent a sabbatical at an undisclosed foreign institution.,NOT_ENOUGH_INFO,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,835,0.40
fever,cf-fever-255,"Wexis Brek was born in Talmera, Queloria.",SUPPORTS,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,892,0.47
fever,cf-fever-256,Polan Kern was a entropic acoustics researcher.,REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,829,0.37
fever,cf-fever-257,"Polan Kern was born in Oxmeade, Pentharos.",REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,874,0.46
fever,cf-fever-258,Drevis Ford spent a sabbatical at an undisclosed foreign institution.,NOT_ENOUGH_INFO,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,819,0.42
fever,cf-fever-259,"Drevis Ford was born in Crosshelm, Dunmarch.",REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,867,0.37
fever,cf-fever-260,Quelel Thorne was a chromatic synthesis researcher.,SUPPORTS,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,808,0.41
fever,cf-fever-261,Quelel Thorne published a controversial paper on theoretical applications.,NOT_ENOUGH_INFO,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,822,0.37
fever,cf-fever-262,Holeth Rieth spent a sabbatical at an undisclosed foreign institution.,NOT_ENOUGH_INFO,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,834,0.40
fever,cf-fever-263,"Holeth Rieth was born in Holvaine, Hexland.",SUPPORTS,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,875,0.45
fever,cf-fever-264,Luxori Laine was a chromatic topology researcher.,REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,813,0.42
fever,cf-fever-265,Luxori Laine spent a sabbatical at an undisclosed foreign institution.,NOT_ENOUGH_INFO,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,834,0.37
fever,cf-fever-266,Wexen Czek spent a sabbatical at an undisclosed foreign institution.,NOT_ENOUGH_INFO,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,830,0.41
fever,cf-fever-267,"Wexen Czek was born in Fenmarch, Varnheim.",REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,904,0.70
fever,cf-fever-268,Ilyova Thorne was a chromatic dynamics researcher.,REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,812,0.45
fever,cf-fever-269,Ilyova Thorne was nominated for an international distinction in a related field.,NOT_ENOUGH_INFO,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,837,0.44
fever,cf-fever-270,Myreth Feld was a spectral biometry researcher.,SUPPORTS,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,798,1.83
fever,cf-fever-271,"Myreth Feld was born in Vrenneth, Pentharos.",REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,913,1.57
fever,cf-fever-272,Tavova Ford was a chromatic rheology researcher.,REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,821,0.35
fever,cf-fever-273,"Tavova Ford was born in Fenmarch, Hexland.",SUPPORTS,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,878,0.45
fever,cf-fever-274,Dreveth Czek was a stochastic kinetics researcher.,REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,815,0.41
fever,cf-fever-275,"Dreveth Czek was born in Holvaine, Solvania.",SUPPORTS,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,892,0.39
fever,cf-fever-276,Velova Czek was a resonant rheology researcher.,SUPPORTS,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,812,0.38
fever,cf-fever-277,"Velova Czek was born in Tarquessa, Tasserin.",REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,883,0.56
fever,cf-fever-278,Quelen Marr was a lattice rheology researcher.,REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,800,0.56
fever,cf-fever-279,"Quelen Marr was born in Fenmarch, Brelland.",REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,875,0.40
fever,cf-fever-280,Luxan Rieth was a stochastic kinetics researcher.,REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,796,0.82
fever,cf-fever-281,Luxan Rieth spent a sabbatical at an undisclosed foreign institution.,NOT_ENOUGH_INFO,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,836,0.39
fever,cf-fever-282,Nevion Brek was a dimensional rheology researcher.,REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,830,0.36
fever,cf-fever-283,"Nevion Brek was born in Yendrath, Pentharos.",REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,904,0.49
fever,cf-fever-284,Quelori Graff was a harmonic energetics researcher.,SUPPORTS,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,845,0.50
fever,cf-fever-285,Quelori Graff collaborated on a classified research initiative.,NOT_ENOUGH_INFO,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,851,0.47
fever,cf-fever-286,Taveth Brek was a harmonic geophysics researcher.,SUPPORTS,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,844,0.39
fever,cf-fever-287,Taveth Brek was nominated for an international distinction in a related field.,NOT_ENOUGH_INFO,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,845,0.36
fever,cf-fever-288,Dreveth Rieth was a inverse kinetics researcher.,SUPPORTS,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,816,0.94
fever,cf-fever-289,Dreveth Rieth collaborated on a classified research initiative.,NOT_ENOUGH_INFO,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,844,0.39
fever,cf-fever-290,Holeth Lund was a temporal photonics researcher.,REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,823,0.41
fever,cf-fever-291,Holeth Lund collaborated on a classified research initiative.,NOT_ENOUGH_INFO,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,828,0.42
fever,cf-fever-292,Nevori Voss was a resonant rheology researcher.,REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,838,0.37
fever,cf-fever-293,"Nevori Voss was born in Crosshelm, Ostovia.",REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,865,0.53
fever,cf-fever-294,Wexion Marr was a anisotropic kinetics researcher.,SUPPORTS,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,813,0.36
fever,cf-fever-295,"Wexion Marr was born in Tarquessa, Ostovia.",REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,878,0.41
fever,cf-fever-296,Wexeth Voss was a subaquatic topology researcher.,REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,817,0.40
fever,cf-fever-297,"Wexeth Voss was born in Solkaris, Queloria.",REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,889,0.48
fever,cf-fever-298,Nevel Lund spent a sabbatical at an undisclosed foreign institution.,NOT_ENOUGH_INFO,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,809,0.42
fever,cf-fever-299,Nevel Lund published a controversial paper on theoretical applications.,NOT_ENOUGH_INFO,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,807,0.47
fever,cf-fever-300,Zarax Rieth was a subaquatic geophysics researcher.,SUPPORTS,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,854,0.56
fever,cf-fever-301,"Zarax Rieth was born in Tarquessa, Dunmarch.",SUPPORTS,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,889,0.51
fever,cf-fever-302,Renis Phen was a lattice metallurgy researcher.,SUPPORTS,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,815,0.96
