dataset,example_id,k,query,gold_answer,full_prediction,chunk_id,chunk_text,segment_ids,gold_segment_ids,ablation_prediction,causal_label,comparison_method,comparison_score
fever,fever-synth-0011,8,Jane Goodall was involved in a classified government project.,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,4,This contribution significantly advanced the field.,0,0,NOT_ENOUGH_INFO,0,label_exact,1.0
fever,fever-synth-0011,8,Jane Goodall was involved in a classified government project.,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,5,"[Segment 4]
Title: Distractor 0
The speed of light in a vacuum is approximately 299,792 kilometers per second.",1000,,NOT_ENOUGH_INFO,0,label_exact,1.0
fever,fever-synth-0011,8,Jane Goodall was involved in a classified government project.,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,6,"[Segment 5]
Title: Distractor 1
Mount Everest is the tallest mountain above sea level at 8,849 meters.",1001,,NOT_ENOUGH_INFO,0,label_exact,1.0
fever,fever-synth-0012,2,Stephen Hawking theorized about black holes.,SUPPORTS,SUPPORTS,0,"[Segment 1]
Title: Distractor 3
Photosynthesis converts carbon dioxide and water into glucose and oxygen.

[Segment 2]
Title: Stephen Hawking - Evidence
Stephen Hawking was a renowned physicist.

Historical records confirm that Stephen Hawking theorized about black holes.

This contribution significantly advanced the field.","0,1003",0,NOT_ENOUGH_INFO,1,label_exact,0.0
fever,fever-synth-0012,2,Stephen Hawking theorized about black holes.,SUPPORTS,SUPPORTS,1,"[Segment 3]
Title: Distractor 0
The Renaissance period lasted from the 14th to the 17th century in Europe.

[Segment 4]
Title: Distractor 2
The speed of light in a vacuum is approximately 299,792 kilometers per second.

[Segment 5]
Title: Distractor 1
The human body contains approximately 206 bones in the adult skeleton.","1000,1001,1002",,SUPPORTS,0,label_exact,1.0
fever,fever-synth-0012,4,Stephen Hawking theorized about black holes.,SUPPORTS,SUPPORTS,0,"[Segment 1]
Title: Distractor 3
Photosynthesis converts carbon dioxide and water into glucose and oxygen.

[Segment 2]
Title: Stephen Hawking - Evidence
Stephen Hawking was a renowned physicist.","0,1003",0,SUPPORTS,0,label_exact,1.0
fever,fever-synth-0012,4,Stephen Hawking theorized about black holes.,SUPPORTS,SUPPORTS,1,"Historical records confirm that Stephen Hawking theorized about black holes.

This contribution significantly advanced the field.",0,0,SUPPORTS,0,label_exact,1.0
fever,fever-synth-0012,4,Stephen Hawking theorized about black holes.,SUPPORTS,SUPPORTS,2,"[Segment 3]
Title: Distractor 0
The Renaissance period lasted from the 14th to the 17th century in Europe.",1000,,SUPPORTS,0,label_exact,1.0
fever,fever-synth-0012,4,Stephen Hawking theorized about black holes.,SUPPORTS,SUPPORTS,3,"[Segment 4]
Title: Distractor 2
The speed of light in a vacuum is approximately 299,792 kilometers per second.

[Segment 5]
Title: Distractor 1
The human body contains approximately 206 bones in the adult skeleton.","1001,1002",,SUPPORTS,0,label_exact,1.0
fever,fever-synth-0012,8,Stephen Hawking theorized about black holes.,SUPPORTS,SUPPORTS,0,"[Segment 1]
Title: Distractor 3
Photosynthesis converts carbon dioxide and water into glucose and oxygen.",1003,,SUPPORTS,0,label_exact,1.0
fever,fever-synth-0012,8,Stephen Hawking theorized about black holes.,SUPPORTS,SUPPORTS,1,"[Segment 2]
Title: Stephen Hawking - Evidence
Stephen Hawking was a renowned physicist.",0,0,SUPPORTS,0,label_exact,1.0
fever,fever-synth-0012,8,Stephen Hawking theorized about black holes.,SUPPORTS,SUPPORTS,2,Historical records confirm that Stephen Hawking theorized about black holes.,0,0,SUPPORTS,0,label_exact,1.0
fever,fever-synth-0012,8,Stephen Hawking theorized about black holes.,SUPPORTS,SUPPORTS,3,This contribution significantly advanced the field.,0,0,SUPPORTS,0,label_exact,1.0
fever,fever-synth-0012,8,Stephen Hawking theorized about black holes.,SUPPORTS,SUPPORTS,4,"[Segment 3]
Title: Distractor 0
The Renaissance period lasted from the 14th to the 17th century in Europe.",1000,,SUPPORTS,0,label_exact,1.0
fever,fever-synth-0012,8,Stephen Hawking theorized about black holes.,SUPPORTS,SUPPORTS,5,"[Segment 4]
Title: Distractor 2
The speed of light in a vacuum is approximately 299,792 kilometers per second.",1002,,SUPPORTS,0,label_exact,1.0
fever,fever-synth-0012,8,Stephen Hawking theorized about black holes.,SUPPORTS,SUPPORTS,6,"[Segment 5]
Title: Distractor 1
The human body contains approximately 206 bones in the adult skeleton.",1001,,SUPPORTS,0,label_exact,1.0
fever,fever-synth-0013,2,Rachel Carson never wrote Silent Spring.,REFUTES,REFUTES,0,"[Segment 1]
Title: Distractor 7
The Mariana Trench reaches a depth of about 36,000 feet below sea level.

[Segment 2]
Title: Distractor 0
The periodic table organizes chemical elements by their atomic number.

[Segment 3]
Title: Distractor 5
The International Space Station orbits Earth approximately every 90 minutes.

[Segment 4]
Title: Distractor 2
Photosynthesis converts carbon dioxide and water into glucose and oxygen.

[Segment 5]
Title: Distractor 4
Global average temperatures have risen by about 1.1 degrees Celsius since 1850.","1000,1002,1004,1005,1007",,REFUTES,0,label_exact,1.0
fever,fever-synth-0013,2,Rachel Carson never wrote Silent Spring.,REFUTES,REFUTES,1,"[Segment 6]
Title: Distractor 1
The Amazon River is the largest river by discharge volume of water in the world.

[Segment 7]
Title: Distractor 3
The circulatory system transports blood, nutrients, and gases throughout the body.

[Segment 8]
Title: Distractor 6
The Sahara Desert is the largest hot desert in the world.

[Segment 9]
Title: Rachel Carson - Evidence
Rachel Carson was a renowned marine biologist.

Historical records confirm that Rachel Carson wrote Silent Spring.

This contribution significantly advanced the field.","0,1001,1003,1006",0,NOT_ENOUGH_INFO,1,label_exact,0.0
fever,fever-synth-0013,4,Rachel Carson never wrote Silent Spring.,REFUTES,REFUTES,0,"[Segment 1]
Title: Distractor 7
The Mariana Trench reaches a depth of about 36,000 feet below sea level.

[Segment 2]
Title: Distractor 0
The periodic table organizes chemical elements by their atomic number.

[Segment 3]
Title: Distractor 5
The International Space Station orbits Earth approximately every 90 minutes.","1000,1005,1007",,REFUTES,0,label_exact,1.0
fever,fever-synth-0013,4,Rachel Carson never wrote Silent Spring.,REFUTES,REFUTES,1,"[Segment 4]
Title: Distractor 2
Photosynthesis converts carbon dioxide and water into glucose and oxygen.

[Segment 5]
Title: Distractor 4
Global average temperatures have risen by about 1.1 degrees Celsius since 1850.

[Segment 6]
Title: Distractor 1
The Amazon River is the largest river by discharge volume of water in the world.","1001,1002,1004",,REFUTES,0,label_exact,1.0
fever,fever-synth-0013,4,Rachel Carson never wrote Silent Spring.,REFUTES,REFUTES,2,"[Segment 7]
Title: Distractor 3
The circulatory system transports blood, nutrients, and gases throughout the body.

[Segment 8]
Title: Distractor 6
The Sahara Desert is the largest hot desert in the world.

[Segment 9]
Title: Rachel Carson - Evidence
Rachel Carson was a renowned marine biologist.","0,1003,1006",0,REFUTES,0,label_exact,1.0
fever,fever-synth-0013,4,Rachel Carson never wrote Silent Spring.,REFUTES,REFUTES,3,"Historical records confirm that Rachel Carson wrote Silent Spring.

This contribution significantly advanced the field.",0,0,REFUTES,0,label_exact,1.0
fever,fever-synth-0013,8,Rachel Carson never wrote Silent Spring.,REFUTES,REFUTES,0,"[Segment 1]
Title: Distractor 7
The Mariana Trench reaches a depth of about 36,000 feet below sea level.",1007,,REFUTES,0,label_exact,1.0
fever,fever-synth-0013,8,Rachel Carson never wrote Silent Spring.,REFUTES,REFUTES,1,"[Segment 2]
Title: Distractor 0
The periodic table organizes chemical elements by their atomic number.",1000,,REFUTES,0,label_exact,1.0
fever,fever-synth-0013,8,Rachel Carson never wrote Silent Spring.,REFUTES,REFUTES,2,"[Segment 3]
Title: Distractor 5
The International Space Station orbits Earth approximately every 90 minutes.",1005,,REFUTES,0,label_exact,1.0
fever,fever-synth-0013,8,Rachel Carson never wrote Silent Spring.,REFUTES,REFUTES,3,"[Segment 4]
Title: Distractor 2
Photosynthesis converts carbon dioxide and water into glucose and oxygen.",1002,,REFUTES,0,label_exact,1.0
fever,fever-synth-0013,8,Rachel Carson never wrote Silent Spring.,REFUTES,REFUTES,4,"[Segment 5]
Title: Distractor 4
Global average temperatures have risen by about 1.1 degrees Celsius since 1850.",1004,,REFUTES,0,label_exact,1.0
fever,fever-synth-0013,8,Rachel Carson never wrote Silent Spring.,REFUTES,REFUTES,5,"[Segment 6]
Title: Distractor 1
The Amazon River is the largest river by discharge volume of water in the world.

[Segment 7]
Title: Distractor 3
The circulatory system transports blood, nutrients, and gases throughout the body.","1001,1003",,REFUTES,0,label_exact,1.0
fever,fever-synth-0013,8,Rachel Carson never wrote Silent Spring.,REFUTES,REFUTES,6,"[Segment 8]
Title: Distractor 6
The Sahara Desert is the largest hot desert in the world.

[Segment 9]
Title: Rachel Carson - Evidence
Rachel Carson was a renowned marine biologist.","0,1006",0,REFUTES,0,label_exact,1.0
fever,fever-synth-0013,8,Rachel Carson never wrote Silent Spring.,REFUTES,REFUTES,7,"Historical records confirm that Rachel Carson wrote Silent Spring.

This contribution significantly advanced the field.",0,0,REFUTES,0,label_exact,1.0
fever,fever-synth-0014,2,Werner Heisenberg was involved in a classified government project.,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,0,"[Segment 1]
Title: Distractor 0
The circulatory system transports blood, nutrients, and gases throughout the body.

[Segment 2]
Title: Werner Heisenberg - Evidence
Werner Heisenberg was a renowned physicist.

Historical records confirm that Werner Heisenberg formulated the uncertainty principle.

This contribution significantly advanced the field.","0,1000",0,NOT_ENOUGH_INFO,0,label_exact,1.0
fever,fever-synth-0014,2,Werner Heisenberg was involved in a classified government project.,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,1,"[Segment 3]
Title: Distractor 2
The International Space Station orbits Earth approximately every 90 minutes.

[Segment 4]
Title: Distractor 3
Mitochondria are often called the powerhouse of the cell.

[Segment 5]
Title: Distractor 1
The periodic table organizes chemical elements by their atomic number.","1001,1002,1003",,NOT_ENOUGH_INFO,0,label_exact,1.0
fever,fever-synth-0014,4,Werner Heisenberg was involved in a classified government project.,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,0,"[Segment 1]
Title: Distractor 0
The circulatory system transports blood, nutrients, and gases throughout the body.

[Segment 2]
Title: Werner Heisenberg - Evidence
Werner Heisenberg was a renowned physicist.","0,1000",0,NOT_ENOUGH_INFO,0,label_exact,1.0
fever,fever-synth-0014,4,Werner Heisenberg was involved in a classified government project.,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,1,"Historical records confirm that Werner Heisenberg formulated the uncertainty principle.

This contribution significantly advanced the field.",0,0,NOT_ENOUGH_INFO,0,label_exact,1.0
fever,fever-synth-0014,4,Werner Heisenberg was involved in a classified government project.,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,2,"[Segment 3]
Title: Distractor 2
The International Space Station orbits Earth approximately every 90 minutes.",1002,,NOT_ENOUGH_INFO,0,label_exact,1.0
fever,fever-synth-0014,4,Werner Heisenberg was involved in a classified government project.,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,3,"[Segment 4]
Title: Distractor 3
Mitochondria are often called the powerhouse of the cell.

[Segment 5]
Title: Distractor 1
The periodic table organizes chemical elements by their atomic number.","1001,1003",,NOT_ENOUGH_INFO,0,label_exact,1.0
fever,fever-synth-0014,8,Werner Heisenberg was involved in a classified government project.,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,0,"[Segment 1]
Title: Distractor 0
The circulatory system transports blood, nutrients, and gases throughout the body.",1000,,NOT_ENOUGH_INFO,0,label_exact,1.0
fever,fever-synth-0014,8,Werner Heisenberg was involved in a classified government project.,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,1,"[Segment 2]
Title: Werner Heisenberg - Evidence
Werner Heisenberg was a renowned physicist.",0,0,NOT_ENOUGH_INFO,0,label_exact,1.0
fever,fever-synth-0014,8,Werner Heisenberg was involved in a classified government project.,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,2,Historical records confirm that Werner Heisenberg formulated the uncertainty principle.,0,0,NOT_ENOUGH_INFO,0,label_exact,1.0
fever,fever-synth-0014,8,Werner Heisenberg was involved in a classified government project.,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,3,This contribution significantly advanced the field.,0,0,NOT_ENOUGH_INFO,0,label_exact,1.0
fever,fever-synth-0014,8,Werner Heisenberg was involved in a classified government project.,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,4,"[Segment 3]
Title: Distractor 2
The International Space Station orbits Earth approximately every 90 minutes.",1002,,NOT_ENOUGH_INFO,0,label_exact,1.0
fever,fever-synth-0014,8,Werner Heisenberg was involved in a classified government project.,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,5,"[Segment 4]
Title: Distractor 3
Mitochondria are often called the powerhouse of the cell.",1003,,NOT_ENOUGH_INFO,0,label_exact,1.0
fever,fever-synth-0014,8,Werner Heisenberg was involved in a classified government project.,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,6,"[Segment 5]
Title: Distractor 1
The periodic table organizes chemical elements by their atomic number.",1001,,NOT_ENOUGH_INFO,0,label_exact,1.0
fever,fever-synth-0015,2,Barbara McClintock discovered genetic transposition.,SUPPORTS,SUPPORTS,0,"[Segment 1]
Title: Distractor 5
Tectonic plates float on the semi-fluid asthenosphere beneath the lithosphere.

[Segment 2]
Title: Distractor 1
The Sahara Desert is the largest hot desert in the world.

[Segment 3]
Title: Distractor 2
The speed of light in a vacuum is approximately 299,792 kilometers per second.

[Segment 4]
Title: Distractor 4
Photosynthesis converts carbon dioxide and water into glucose and oxygen.

[Segment 5]
Title: Distractor 3
The circulatory system transports blood, nutrients, and gases throughout the body.","1001,1002,1003,1004,1005",,SUPPORTS,0,label_exact,1.0
fever,fever-synth-0015,2,Barbara McClintock discovered genetic transposition.,SUPPORTS,SUPPORTS,1,"[Segment 6]
Title: Distractor 0
The Renaissance period lasted from the 14th to the 17th century in Europe.

[Segment 7]
Title: Barbara McClintock - Evidence
Barbara McClintock was a renowned geneticist.

Historical records confirm that Barbara McClintock discovered genetic transposition.

This contribution significantly advanced the field.","0,1000",0,NOT_ENOUGH_INFO,1,label_exact,0.0
fever,fever-synth-0015,4,Barbara McClintock discovered genetic transposition.,SUPPORTS,SUPPORTS,0,"[Segment 1]
Title: Distractor 5
Tectonic plates float on the semi-fluid asthenosphere beneath the lithosphere.

[Segment 2]
Title: Distractor 1
The Sahara Desert is the largest hot desert in the world.

[Segment 3]
Title: Distractor 2
The speed of light in a vacuum is approximately 299,792 kilometers per second.","1001,1002,1005",,SUPPORTS,0,label_exact,1.0
fever,fever-synth-0015,4,Barbara McClintock discovered genetic transposition.,SUPPORTS,SUPPORTS,1,"[Segment 4]
Title: Distractor 4
Photosynthesis converts carbon dioxide and water into glucose and oxygen.

[Segment 5]
Title: Distractor 3
The circulatory system transports blood, nutrients, and gases throughout the body.","1003,1004",,SUPPORTS,0,label_exact,1.0
fever,fever-synth-0015,4,Barbara McClintock discovered genetic transposition.,SUPPORTS,SUPPORTS,2,"[Segment 6]
Title: Distractor 0
The Renaissance period lasted from the 14th to the 17th century in Europe.

[Segment 7]
Title: Barbara McClintock - Evidence
Barbara McClintock was a renowned geneticist.","0,1000",0,SUPPORTS,0,label_exact,1.0
fever,fever-synth-0015,4,Barbara McClintock discovered genetic transposition.,SUPPORTS,SUPPORTS,3,"Historical records confirm that Barbara McClintock discovered genetic transposition.

This contribution significantly advanced the field.",0,0,SUPPORTS,0,label_exact,1.0
fever,fever-synth-0015,8,Barbara McClintock discovered genetic transposition.,SUPPORTS,SUPPORTS,0,"[Segment 1]
Title: Distractor 5
Tectonic plates float on the semi-fluid asthenosphere beneath the lithosphere.",1005,,SUPPORTS,0,label_exact,1.0
fever,fever-synth-0015,8,Barbara McClintock discovered genetic transposition.,SUPPORTS,SUPPORTS,1,"[Segment 2]
Title: Distractor 1
The Sahara Desert is the largest hot desert in the world.",1001,,SUPPORTS,0,label_exact,1.0
fever,fever-synth-0015,8,Barbara McClintock discovered genetic transposition.,SUPPORTS,SUPPORTS,2,"[Segment 3]
Title: Distractor 2
The speed of light in a vacuum is approximately 299,792 kilometers per second.",1002,,SUPPORTS,0,label_exact,1.0
fever,fever-synth-0015,8,Barbara McClintock discovered genetic transposition.,SUPPORTS,SUPPORTS,3,"[Segment 4]
Title: Distractor 4
Photosynthesis converts carbon dioxide and water into glucose and oxygen.",1004,,SUPPORTS,0,label_exact,1.0
fever,fever-synth-0015,8,Barbara McClintock discovered genetic transposition.,SUPPORTS,SUPPORTS,4,"[Segment 5]
Title: Distractor 3
The circulatory system transports blood, nutrients, and gases throughout the body.",1003,,SUPPORTS,0,label_exact,1.0
fever,fever-synth-0015,8,Barbara McClintock discovered genetic transposition.,SUPPORTS,SUPPORTS,5,"[Segment 6]
Title: Distractor 0
The Renaissance period lasted from the 14th to the 17th century in Europe.",1000,,SUPPORTS,0,label_exact,1.0
fever,fever-synth-0015,8,Barbara McClintock discovered genetic transposition.,SUPPORTS,SUPPORTS,6,"[Segment 7]
Title: Barbara McClintock - Evidence
Barbara McClintock was a renowned geneticist.",0,0,SUPPORTS,0,label_exact,1.0
fever,fever-synth-0015,8,Barbara McClintock discovered genetic transposition.,SUPPORTS,SUPPORTS,7,"Historical records confirm that Barbara McClintock discovered genetic transposition.

This contribution significantly advanced the field.",0,0,SUPPORTS,0,label_exact,1.0
fever,fever-synth-0016,2,Linus Pauling never studied chemical bonding.,REFUTES,REFUTES,0,"[Segment 1]
Title: Distractor 4
Tectonic plates float on the semi-fluid asthenosphere beneath the lithosphere.

[Segment 2]
Title: Distractor 1
The speed of light in a vacuum is approximately 299,792 kilometers per second.

[Segment 3]
Title: Distractor 0
Plate tectonics theory explains the movement of Earth's lithospheric plates.

[Segment 4]
Title: Distractor 6
Mount Everest is the tallest mountain above sea level at 8,849 meters.

[Segment 5]
Title: Distractor 3
The human body contains approximately 206 bones in the adult skeleton.","1000,1001,1003,1004,1006",,REFUTES,0,label_exact,1.0
fever,fever-synth-0016,2,Linus Pauling never studied chemical bonding.,REFUTES,REFUTES,1,"[Segment 6]
Title: Distractor 5
The Great Wall of China stretches over 13,000 miles across northern China.

[Segment 7]
Title: Linus Pauling - Evidence
Linus Pauling was a renowned chemist.

Historical records confirm that Linus Pauling studied chemical bonding.

This contribution significantly advanced the field.

[Segment 8]
Title: Distractor 2
Jupiter is the largest planet in our solar system with a mass of 1.898e27 kg.","0,1002,1005",0,NOT_ENOUGH_INFO,1,label_exact,0.0
fever,fever-synth-0016,4,Linus Pauling never studied chemical bonding.,REFUTES,REFUTES,0,"[Segment 1]
Title: Distractor 4
Tectonic plates float on the semi-fluid asthenosphere beneath the lithosphere.

[Segment 2]
Title: Distractor 1
The speed of light in a vacuum is approximately 299,792 kilometers per second.

[Segment 3]
Title: Distractor 0
Plate tectonics theory explains the movement of Earth's lithospheric plates.","1000,1001,1004",,REFUTES,0,label_exact,1.0
fever,fever-synth-0016,4,Linus Pauling never studied chemical bonding.,REFUTES,REFUTES,1,"[Segment 4]
Title: Distractor 6
Mount Everest is the tallest mountain above sea level at 8,849 meters.

[Segment 5]
Title: Distractor 3
The human body contains approximately 206 bones in the adult skeleton.

[Segment 6]
Title: Distractor 5
The Great Wall of China stretches over 13,000 miles across northern China.","1003,1005,1006",,REFUTES,0,label_exact,1.0
fever,fever-synth-0016,4,Linus Pauling never studied chemical bonding.,REFUTES,REFUTES,2,"[Segment 7]
Title: Linus Pauling - Evidence
Linus Pauling was a renowned chemist.

Historical records confirm that Linus Pauling studied chemical bonding.",0,0,REFUTES,0,label_exact,1.0
fever,fever-synth-0016,4,Linus Pauling never studied chemical bonding.,REFUTES,REFUTES,3,"This contribution significantly advanced the field.

[Segment 8]
Title: Distractor 2
Jupiter is the largest planet in our solar system with a mass of 1.898e27 kg.","0,1002",0,REFUTES,0,label_exact,1.0
fever,fever-synth-0016,8,Linus Pauling never studied chemical bonding.,REFUTES,REFUTES,0,"[Segment 1]
Title: Distractor 4
Tectonic plates float on the semi-fluid asthenosphere beneath the lithosphere.",1004,,REFUTES,0,label_exact,1.0
fever,fever-synth-0016,8,Linus Pauling never studied chemical bonding.,REFUTES,REFUTES,1,"[Segment 2]
Title: Distractor 1
The speed of light in a vacuum is approximately 299,792 kilometers per second.",1001,,REFUTES,0,label_exact,1.0
fever,fever-synth-0016,8,Linus Pauling never studied chemical bonding.,REFUTES,REFUTES,2,"[Segment 3]
Title: Distractor 0
Plate tectonics theory explains the movement of Earth's lithospheric plates.",1000,,REFUTES,0,label_exact,1.0
fever,fever-synth-0016,8,Linus Pauling never studied chemical bonding.,REFUTES,REFUTES,3,"[Segment 4]
Title: Distractor 6
Mount Everest is the tallest mountain above sea level at 8,849 meters.",1006,,REFUTES,0,label_exact,1.0
fever,fever-synth-0016,8,Linus Pauling never studied chemical bonding.,REFUTES,REFUTES,4,"[Segment 5]
Title: Distractor 3
The human body contains approximately 206 bones in the adult skeleton.",1003,,REFUTES,0,label_exact,1.0
fever,fever-synth-0016,8,Linus Pauling never studied chemical bonding.,REFUTES,REFUTES,5,"[Segment 6]
Title: Distractor 5
The Great Wall of China stretches over 13,000 miles across northern China.",1005,,REFUTES,0,label_exact,1.0
fever,fever-synth-0016,8,Linus Pauling never studied chemical bonding.,REFUTES,REFUTES,6,"[Segment 7]
Title: Linus Pauling - Evidence
Linus Pauling was a renowned chemist.

Historical records confirm that Linus Pauling studied chemical bonding.",0,0,REFUTES,0,label_exact,1.0
fever,fever-synth-0016,8,Linus Pauling never studied chemical bonding.,REFUTES,REFUTES,7,"This contribution significantly advanced the field.

[Segment 8]
Title: Distractor 2
Jupiter is the largest planet in our solar system with a mass of 1.898e27 kg.","0,1002",0,REFUTES,0,label_exact,1.0
fever,fever-synth-0017,2,Richard Feynman was involved in a classified government project.,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,0,"[Segment 1]
Title: Distractor 6
The circulatory system transports blood, nutrients, and gases throughout the body.

[Segment 2]
Title: Distractor 2
The Amazon River is the largest river by discharge volume of water in the world.

[Segment 3]
Title: Distractor 0
Mitochondria are often called the powerhouse of the cell.

[Segment 4]
Title: Distractor 1
Mount Everest is the tallest mountain above sea level at 8,849 meters.

[Segment 5]
Title: Distractor 5
The periodic table organizes chemical elements by their atomic number.","1000,1001,1002,1005,1006",,NOT_ENOUGH_INFO,0,label_exact,1.0
fever,fever-synth-0017,2,Richard Feynman was involved in a classified government project.,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,1,"[Segment 6]
Title: Richard Feynman - Evidence
Richard Feynman was a renowned physicist.

Historical records confirm that Richard Feynman contributed to quantum electrodynamics.

This contribution significantly advanced the field.

[Segment 7]
Title: Distractor 4
The Sahara Desert is the largest hot desert in the world.

[Segment 8]
Title: Distractor 3
The Great Wall of China stretches over 13,000 miles across northern China.","0,1003,1004",0,NOT_ENOUGH_INFO,0,label_exact,1.0
fever,fever-synth-0017,4,Richard Feynman was involved in a classified government project.,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,0,"[Segment 1]
Title: Distractor 6
The circulatory system transports blood, nutrients, and gases throughout the body.

[Segment 2]
Title: Distractor 2
The Amazon River is the largest river by discharge volume of water in the world.

[Segment 3]
Title: Distractor 0
Mitochondria are often called the powerhouse of the cell.","1000,1002,1006",,NOT_ENOUGH_INFO,0,label_exact,1.0
fever,fever-synth-0017,4,Richard Feynman was involved in a classified government project.,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,1,"[Segment 4]
Title: Distractor 1
Mount Everest is the tallest mountain above sea level at 8,849 meters.

[Segment 5]
Title: Distractor 5
The periodic table organizes chemical elements by their atomic number.

[Segment 6]
Title: Richard Feynman - Evidence
Richard Feynman was a renowned physicist.","0,1001,1005",0,NOT_ENOUGH_INFO,0,label_exact,1.0
fever,fever-synth-0017,4,Richard Feynman was involved in a classified government project.,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,2,"Historical records confirm that Richard Feynman contributed to quantum electrodynamics.

This contribution significantly advanced the field.",0,0,NOT_ENOUGH_INFO,0,label_exact,1.0
fever,fever-synth-0017,4,Richard Feynman was involved in a classified government project.,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,3,"[Segment 7]
Title: Distractor 4
The Sahara Desert is the largest hot desert in the world.

[Segment 8]
Title: Distractor 3
The Great Wall of China stretches over 13,000 miles across northern China.","1003,1004",,NOT_ENOUGH_INFO,0,label_exact,1.0
fever,fever-synth-0017,8,Richard Feynman was involved in a classified government project.,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,0,"[Segment 1]
Title: Distractor 6
The circulatory system transports blood, nutrients, and gases throughout the body.",1006,,NOT_ENOUGH_INFO,0,label_exact,1.0
fever,fever-synth-0017,8,Richard Feynman was involved in a classified government project.,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,1,"[Segment 2]
Title: Distractor 2
The Amazon River is the largest river by discharge volume of water in the world.",1002,,NOT_ENOUGH_INFO,0,label_exact,1.0
fever,fever-synth-0017,8,Richard Feynman was involved in a classified government project.,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,2,"[Segment 3]
Title: Distractor 0
Mitochondria are often called the powerhouse of the cell.",1000,,NOT_ENOUGH_INFO,0,label_exact,1.0
fever,fever-synth-0017,8,Richard Feynman was involved in a classified government project.,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,3,"[Segment 4]
Title: Distractor 1
Mount Everest is the tallest mountain above sea level at 8,849 meters.",1001,,NOT_ENOUGH_INFO,0,label_exact,1.0
fever,fever-synth-0017,8,Richard Feynman was involved in a classified government project.,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,4,"[Segment 5]
Title: Distractor 5
The periodic table organizes chemical elements by their atomic number.",1005,,NOT_ENOUGH_INFO,0,label_exact,1.0
fever,fever-synth-0017,8,Richard Feynman was involved in a classified government project.,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,5,"[Segment 6]
Title: Richard Feynman - Evidence
Richard Feynman was a renowned physicist.",0,0,NOT_ENOUGH_INFO,0,label_exact,1.0
fever,fever-synth-0017,8,Richard Feynman was involved in a classified government project.,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,6,"Historical records confirm that Richard Feynman contributed to quantum electrodynamics.

This contribution significantly advanced the field.",0,0,NOT_ENOUGH_INFO,0,label_exact,1.0
fever,fever-synth-0017,8,Richard Feynman was involved in a classified government project.,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,7,"[Segment 7]
Title: Distractor 4
The Sahara Desert is the largest hot desert in the world.

[Segment 8]
Title: Distractor 3
The Great Wall of China stretches over 13,000 miles across northern China.","1003,1004",,NOT_ENOUGH_INFO,0,label_exact,1.0
fever,fever-synth-0018,2,Dorothy Hodgkin determined structures of biochemical substances.,SUPPORTS,SUPPORTS,0,"[Segment 1]
Title: Dorothy Hodgkin - Evidence
Dorothy Hodgkin was a renowned chemist.

Historical records confirm that Dorothy Hodgkin determined structures of biochemical substances.

This contribution significantly advanced the field.

[Segment 2]
Title: Distractor 0
Jupiter is the largest planet in our solar system with a mass of 1.898e27 kg.

[Segment 3]
Title: Distractor 2
The human body contains approximately 206 bones in the adult skeleton.

[Segment 4]
Title: Distractor 4
The Renaissance period lasted from the 14th to the 17th century in Europe.","0,1000,1002,1004",0,NOT_ENOUGH_INFO,1,label_exact,0.0
